Record ID,Employee ID,Employee Name,Team,Process,Date,Shift,Records Received,Records Processed,Records Pending,Errors,Rework,SLA Target,SLA Achieved,Processing Time,Working Hours,Quality Score,Attendance,Status,Productivity,Productivity %,Error Rate %,Accuracy %,Rework Rate %,SLA %,SLA Breach,Attendance %,Absenteeism %,Processing Ratio %,Opening Backlog,Closing Backlog,Backlog Status,Productivity Band,Quality Band,SLA Band
REC001178,EMP018,Employee 018,Team B,Data Entry,2026-07-30,Morning,150,102,48,3,3,95,93,5.45,8.0,96.8,Present,Partial,12.75,85.0,2.94,97.06,2.94,91.18,Yes,100,0,68.0,25220,26666,Backlog Exists,Average,Good,At Risk
REC001179,EMP019,Employee 019,Team B,Data Entry,2026-07-30,Night,196,134,62,3,4,95,132,5.35,8.0,98.12,Present,Partial,16.75,100.0,2.24,97.76,2.99,98.51,No,100,0,68.37,25220,26666,Backlog Exists,High,Excellent,Met
REC001180,EMP020,Employee 020,Team B,Data Entry,2026-07-30,Afternoon,114,79,35,7,2,95,65,6.1,8.0,91.21,Present,Partial,9.88,65.83,8.86,91.14,2.53,82.28,Yes,100,0,69.3,25220,26666,Backlog Exists,Low,Average,Breached
REC001181,EMP021,Employee 021,Team C,Application Processing,2026-07-30,Afternoon,185,112,73,2,1,95,107,5.88,8.0,98.6,Present,Partial,14.0,93.33,1.79,98.21,0.89,95.54,No,100,0,60.54,25220,26666,Backlog Exists,High,Excellent,Met
REC001182,EMP022,Employee 022,Team C,Application Processing,2026-07-30,General,107,65,42,4,0,95,58,3.98,8.0,93.63,Present,Partial,8.12,54.17,6.15,93.85,0.0,89.23,Yes,100,0,60.75,25220,26666,Backlog Exists,Low,Average,Breached
REC001183,EMP023,Employee 023,Team C,Application Processing,2026-07-30,Night,168,101,67,1,1,95,98,4.14,8.0,98.68,Present,Partial,12.62,84.17,0.99,99.01,0.99,97.03,No,100,0,60.12,25220,26666,Backlog Exists,Average,Excellent,Met
REC001184,EMP024,Employee 024,Team C,Application Processing,2026-07-30,Night,139,84,55,3,2,95,81,3.55,8.0,96.51,Present,Partial,10.5,70.0,3.57,96.43,2.38,96.43,No,100,0,60.43,25220,26666,Backlog Exists,Low,Good,Met
REC001185,EMP025,Employee 025,Team C,Application Processing,2026-07-30,Afternoon,116,70,46,3,1,95,61,4.96,8.0,95.15,Present,Partial,8.75,58.33,4.29,95.71,1.43,87.14,Yes,100,0,60.34,25220,26666,Backlog Exists,Low,Good,Breached
REC001186,EMP026,Employee 026,Team C,Application Processing,2026-07-30,Afternoon,215,130,85,2,2,95,123,3.99,8.0,98.55,Present,Partial,16.25,100.0,1.54,98.46,1.54,94.62,Yes,100,0,60.47,25220,26666,Backlog Exists,High,Excellent,At Risk
REC001187,EMP027,Employee 027,Team C,Application Processing,2026-07-30,Afternoon,0,0,0,0,0,95,0,6.77,0.0,97.2,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,25220,26666,Backlog Exists,Low,Good,Breached
REC001188,EMP028,Employee 028,Team C,Application Processing,2026-07-30,Morning,125,75,50,5,1,95,63,8.09,8.0,92.98,Present,Partial,9.38,62.5,6.67,93.33,1.33,84.0,Yes,100,0,60.0,25220,26666,Backlog Exists,Low,Average,Breached
REC001189,EMP029,Employee 029,Team C,Application Processing,2026-07-30,Morning,210,127,83,1,4,95,121,5.99,8.0,99.23,Present,Partial,15.88,100.0,0.79,99.21,3.15,95.28,No,100,0,60.48,25220,26666,Backlog Exists,High,Excellent,Met
REC001190,EMP030,Employee 030,Team C,Application Processing,2026-07-30,General,114,71,43,4,1,95,63,5.08,8.0,94.51,Present,Partial,8.88,59.17,5.63,94.37,1.41,88.73,Yes,100,0,62.28,25220,26666,Backlog Exists,Low,Average,Breached
REC001191,EMP031,Employee 031,Team D,Quality Review,2026-07-30,General,114,105,9,3,2,95,93,3.5,8.0,96.86,Present,Partial,13.12,87.5,2.86,97.14,1.9,88.57,Yes,100,0,92.11,25220,26666,Backlog Exists,Average,Good,Breached
REC001192,EMP032,Employee 032,Team D,Quality Review,2026-07-30,Afternoon,66,61,5,7,1,95,52,5.72,8.0,89.32,Present,Partial,7.62,50.83,11.48,88.52,1.64,85.25,Yes,100,0,92.42,25220,26666,Backlog Exists,Low,Needs Improvement,Breached
REC001193,EMP033,Employee 033,Team D,Quality Review,2026-07-30,Morning,123,113,10,6,3,95,107,3.96,8.0,94.33,Present,Partial,14.12,94.17,5.31,94.69,2.65,94.69,Yes,100,0,91.87,25220,26666,Backlog Exists,High,Average,At Risk
REC001194,EMP034,Employee 034,Team D,Quality Review,2026-07-30,Night,107,98,9,12,5,95,89,4.0,8.0,87.34,Present,Partial,12.25,81.67,12.24,87.76,5.1,90.82,Yes,100,0,91.59,25220,26666,Backlog Exists,Average,Needs Improvement,At Risk
REC001195,EMP035,Employee 035,Team D,Quality Review,2026-07-30,Morning,112,103,9,5,2,95,98,6.84,8.0,94.99,Present,Partial,12.88,85.83,4.85,95.15,1.94,95.15,No,100,0,91.96,25220,26666,Backlog Exists,Average,Average,Met
REC001196,EMP036,Employee 036,Team D,Quality Review,2026-07-30,Night,101,93,8,2,2,95,86,5.76,8.0,97.47,Present,Partial,11.62,77.5,2.15,97.85,2.15,92.47,Yes,100,0,92.08,25220,26666,Backlog Exists,Average,Good,At Risk
REC001197,EMP037,Employee 037,Team D,Quality Review,2026-07-30,Afternoon,106,98,8,0,1,95,91,5.42,8.0,99.82,Present,Partial,12.25,81.67,0.0,100.0,1.02,92.86,Yes,100,0,92.45,25220,26666,Backlog Exists,Average,Excellent,At Risk
REC001198,EMP038,Employee 038,Team D,Quality Review,2026-07-30,General,101,93,8,4,3,95,85,6.17,8.0,95.93,Present,Partial,11.62,77.5,4.3,95.7,3.23,91.4,Yes,100,0,92.08,25220,26666,Backlog Exists,Average,Good,At Risk
REC001199,EMP039,Employee 039,Team D,Quality Review,2026-07-30,Morning,78,71,7,4,2,95,65,5.38,8.0,94.8,Present,Partial,8.88,59.17,5.63,94.37,2.82,91.55,Yes,100,0,91.03,25220,26666,Backlog Exists,Low,Average,At Risk
REC001200,EMP040,Employee 040,Team D,Quality Review,2026-07-30,Night,4,5,0,1,0,95,4,5.69,0.0,88.22,Leave,Completed,0.0,0.0,20.0,80.0,0.0,80.0,Yes,0,100,125.0,25220,26666,Backlog Exists,Low,Needs Improvement,Breached
REC001201,EMP001,Employee 001,Team A,Document Verification,2026-07-31,General,110,99,11,3,2,95,92,5.18,8.0,96.85,Present,Partial,12.38,82.5,3.03,96.97,2.02,92.93,Yes,100,0,90.0,26666,27373,Backlog Exists,Average,Good,At Risk
REC001202,EMP002,Employee 002,Team A,Document Verification,2026-07-31,General,103,92,11,4,3,95,81,3.19,8.0,95.95,Present,Partial,11.5,76.67,4.35,95.65,3.26,88.04,Yes,100,0,89.32,26666,27373,Backlog Exists,Average,Good,Breached
REC001203,EMP003,Employee 003,Team A,Document Verification,2026-07-31,General,103,92,11,6,1,95,82,5.69,8.0,93.96,Present,Partial,11.5,76.67,6.52,93.48,1.09,89.13,Yes,100,0,89.32,26666,27373,Backlog Exists,Average,Average,Breached
REC001204,EMP004,Employee 004,Team A,Document Verification,2026-07-31,Night,95,85,10,4,3,95,76,4.24,8.0,95.3,Present,Partial,10.62,70.83,4.71,95.29,3.53,89.41,Yes,100,0,89.47,26666,27373,Backlog Exists,Low,Good,Breached
REC001205,EMP005,Employee 005,Team A,Document Verification,2026-07-31,Night,110,99,11,0,3,95,96,4.68,8.0,99.95,Present,Partial,12.38,82.5,0.0,100.0,3.03,96.97,No,100,0,90.0,26666,27373,Backlog Exists,Average,Excellent,Met
REC001206,EMP006,Employee 006,Team A,Document Verification,2026-07-31,Afternoon,118,106,12,5,1,95,97,3.61,8.0,95.4,Present,Partial,13.25,88.33,4.72,95.28,0.94,91.51,Yes,100,0,89.83,26666,27373,Backlog Exists,Average,Good,At Risk
REC001207,EMP007,Employee 007,Team A,Document Verification,2026-07-31,General,53,47,6,4,1,95,42,4.88,8.0,91.54,Present,Partial,5.88,39.17,8.51,91.49,2.13,89.36,Yes,100,0,88.68,26666,27373,Backlog Exists,Low,Average,Breached
REC001208,EMP008,Employee 008,Team A,Document Verification,2026-07-31,General,84,75,9,3,1,95,67,5.8,8.0,95.56,Present,Partial,9.38,62.5,4.0,96.0,1.33,89.33,Yes,100,0,89.29,26666,27373,Backlog Exists,Low,Good,Breached
REC001209,EMP009,Employee 009,Team A,Document Verification,2026-07-31,General,58,52,6,3,1,95,41,6.52,8.0,94.49,Present,Partial,6.5,43.33,5.77,94.23,1.92,78.85,Yes,100,0,89.66,26666,27373,Backlog Exists,Low,Average,Breached
REC001210,EMP010,Employee 010,Team A,Document Verification,2026-07-31,General,124,110,14,3,3,95,107,3.89,8.0,97.01,Present,Partial,13.75,91.67,2.73,97.27,2.73,97.27,No,100,0,88.71,26666,27373,Backlog Exists,High,Good,Met
REC001211,EMP011,Employee 011,Team B,Data Entry,2026-07-31,General,135,94,41,5,2,95,84,4.07,8.0,94.18,Present,Partial,11.75,78.33,5.32,94.68,2.13,89.36,Yes,100,0,69.63,26666,27373,Backlog Exists,Average,Average,Breached
REC001212,EMP012,Employee 012,Team B,Data Entry,2026-07-31,Afternoon,164,114,50,2,3,95,105,6.22,8.0,98.6,Present,Partial,14.25,95.0,1.75,98.25,2.63,92.11,Yes,100,0,69.51,26666,27373,Backlog Exists,High,Excellent,At Risk
REC001213,EMP013,Employee 013,Team B,Data Entry,2026-07-31,Night,139,96,43,3,3,95,87,6.96,8.0,97.04,Present,Partial,12.0,80.0,3.12,96.88,3.12,90.62,Yes,100,0,69.06,26666,27373,Backlog Exists,Average,Good,At Risk
REC001214,EMP014,Employee 014,Team B,Data Entry,2026-07-31,Morning,130,90,40,5,1,95,85,4.74,8.0,94.31,Present,Partial,11.25,75.0,5.56,94.44,1.11,94.44,Yes,100,0,69.23,26666,27373,Backlog Exists,Average,Average,At Risk
REC001215,EMP015,Employee 015,Team B,Data Entry,2026-07-31,Night,58,40,18,4,0,95,35,7.21,8.0,90.32,Present,Partial,5.0,33.33,10.0,90.0,0.0,87.5,Yes,100,0,68.97,26666,27373,Backlog Exists,Low,Average,Breached
REC001216,EMP016,Employee 016,Team B,Data Entry,2026-07-31,Night,138,96,42,0,1,95,92,5.21,8.0,99.87,Present,Partial,12.0,80.0,0.0,100.0,1.04,95.83,No,100,0,69.57,26666,27373,Backlog Exists,Average,Excellent,Met
REC001217,EMP017,Employee 017,Team B,Data Entry,2026-07-31,Afternoon,102,71,31,7,5,95,62,6.57,8.0,89.89,Present,Partial,8.88,59.17,9.86,90.14,7.04,87.32,Yes,100,0,69.61,26666,27373,Backlog Exists,Low,Needs Improvement,Breached
REC001218,EMP018,Employee 018,Team B,Data Entry,2026-07-31,Morning,116,80,36,4,2,95,76,6.74,8.0,95.57,Present,Partial,10.0,66.67,5.0,95.0,2.5,95.0,No,100,0,68.97,26666,27373,Backlog Exists,Low,Good,Met
REC001219,EMP019,Employee 019,Team B,Data Entry,2026-07-31,Night,134,93,41,0,2,95,91,4.42,8.0,99.52,Present,Partial,11.62,77.5,0.0,100.0,2.15,97.85,No,100,0,69.4,26666,27373,Backlog Exists,Average,Excellent,Met
REC001220,EMP020,Employee 020,Team B,Data Entry,2026-07-31,Afternoon,70,49,21,3,1,95,38,5.95,8.0,93.57,Present,Partial,6.12,40.83,6.12,93.88,2.04,77.55,Yes,100,0,70.0,26666,27373,Backlog Exists,Low,Average,Breached
REC001221,EMP021,Employee 021,Team C,Application Processing,2026-07-31,Afternoon,153,121,32,0,2,95,109,6.1,8.0,99.97,Present,Partial,15.12,100.0,0.0,100.0,1.65,90.08,Yes,100,0,79.08,26666,27373,Backlog Exists,High,Excellent,At Risk
REC001222,EMP022,Employee 022,Team C,Application Processing,2026-07-31,General,81,65,16,2,1,95,59,6.63,8.0,97.52,Present,Partial,8.12,54.17,3.08,96.92,1.54,90.77,Yes,100,0,80.25,26666,27373,Backlog Exists,Low,Good,At Risk
REC001223,EMP023,Employee 023,Team C,Application Processing,2026-07-31,Night,126,100,26,1,1,95,96,5.62,8.0,98.59,Present,Partial,12.5,83.33,1.0,99.0,1.0,96.0,No,100,0,79.37,26666,27373,Backlog Exists,Average,Excellent,Met
REC001224,EMP024,Employee 024,Team C,Application Processing,2026-07-31,Night,87,69,18,3,2,95,62,5.78,8.0,95.95,Present,Partial,8.62,57.5,4.35,95.65,2.9,89.86,Yes,100,0,79.31,26666,27373,Backlog Exists,Low,Good,Breached
REC001225,EMP025,Employee 025,Team C,Application Processing,2026-07-31,Afternoon,133,106,27,3,2,95,94,5.42,8.0,97.42,Present,Partial,13.25,88.33,2.83,97.17,1.89,88.68,Yes,100,0,79.7,26666,27373,Backlog Exists,Average,Good,Breached
REC001226,EMP026,Employee 026,Team C,Application Processing,2026-07-31,Afternoon,136,108,28,0,2,95,101,4.95,8.0,99.64,Present,Partial,13.5,90.0,0.0,100.0,1.85,93.52,Yes,100,0,79.41,26666,27373,Backlog Exists,High,Excellent,At Risk
REC001227,EMP027,Employee 027,Team C,Application Processing,2026-07-31,Afternoon,123,98,25,3,1,95,88,5.34,8.0,97.11,Present,Partial,12.25,81.67,3.06,96.94,1.02,89.8,Yes,100,0,79.67,26666,27373,Backlog Exists,Average,Good,Breached
REC001228,EMP028,Employee 028,Team C,Application Processing,2026-07-31,Morning,98,78,20,8,2,95,61,4.5,8.0,89.26,Present,Partial,9.75,65.0,10.26,89.74,2.56,78.21,Yes,100,0,79.59,26666,27373,Backlog Exists,Low,Needs Improvement,Breached
REC001229,EMP029,Employee 029,Team C,Application Processing,2026-07-31,Morning,175,139,36,1,1,95,132,5.69,8.0,99.13,Present,Partial,17.38,100.0,0.72,99.28,0.72,94.96,Yes,100,0,79.43,26666,27373,Backlog Exists,High,Excellent,At Risk
REC001230,EMP030,Employee 030,Team C,Application Processing,2026-07-31,General,67,54,13,6,1,95,44,6.89,8.0,89.72,Present,Partial,6.75,45.0,11.11,88.89,1.85,81.48,Yes,100,0,80.6,26666,27373,Backlog Exists,Low,Needs Improvement,Breached
REC001231,EMP031,Employee 031,Team D,Quality Review,2026-07-31,General,98,98,0,5,1,95,93,3.04,8.0,94.98,Present,Completed,12.25,81.67,5.1,94.9,1.02,94.9,Yes,100,0,100.0,26666,27373,Backlog Exists,Average,Average,At Risk
REC001232,EMP032,Employee 032,Team D,Quality Review,2026-07-31,Afternoon,74,74,0,7,0,95,54,4.31,8.0,90.18,Present,Completed,9.25,61.67,9.46,90.54,0.0,72.97,Yes,100,0,100.0,26666,27373,Backlog Exists,Low,Average,Breached
REC001233,EMP033,Employee 033,Team D,Quality Review,2026-07-31,Morning,0,0,0,0,0,95,0,3.24,0.0,93.43,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,26666,27373,Backlog Exists,Low,Average,Breached
REC001234,EMP034,Employee 034,Team D,Quality Review,2026-07-31,Night,119,119,0,14,7,95,103,3.03,8.0,87.84,Present,Completed,14.88,99.17,11.76,88.24,5.88,86.55,Yes,100,0,100.0,26666,27373,Backlog Exists,High,Needs Improvement,Breached
REC001235,EMP035,Employee 035,Team D,Quality Review,2026-07-31,Morning,77,77,0,5,2,95,70,6.94,8.0,94.07,Present,Completed,9.62,64.17,6.49,93.51,2.6,90.91,Yes,100,0,100.0,26666,27373,Backlog Exists,Low,Average,At Risk
REC001236,EMP036,Employee 036,Team D,Quality Review,2026-07-31,Night,99,99,0,7,3,95,92,5.23,8.0,93.15,Present,Completed,12.38,82.5,7.07,92.93,3.03,92.93,Yes,100,0,100.0,26666,27373,Backlog Exists,Average,Average,At Risk
REC001237,EMP037,Employee 037,Team D,Quality Review,2026-07-31,Afternoon,139,138,1,4,2,95,133,5.05,8.0,97.18,Present,Partial,17.25,100.0,2.9,97.1,1.45,96.38,No,100,0,99.28,26666,27373,Backlog Exists,High,Good,Met
REC001238,EMP038,Employee 038,Team D,Quality Review,2026-07-31,General,76,76,0,4,2,95,71,3.66,8.0,94.32,Present,Completed,9.5,63.33,5.26,94.74,2.63,93.42,Yes,100,0,100.0,26666,27373,Backlog Exists,Low,Average,At Risk
REC001239,EMP039,Employee 039,Team D,Quality Review,2026-07-31,Morning,90,90,0,6,2,95,82,5.86,8.0,93.74,Present,Completed,11.25,75.0,6.67,93.33,2.22,91.11,Yes,100,0,100.0,26666,27373,Backlog Exists,Average,Average,At Risk
REC001240,EMP040,Employee 040,Team D,Quality Review,2026-07-31,Night,52,51,1,6,1,95,38,6.47,8.0,88.49,Present,Partial,6.38,42.5,11.76,88.24,1.96,74.51,Yes,100,0,98.08,26666,27373,Backlog Exists,Low,Needs Improvement,Breached
REC001241,EMP001,Employee 001,Team A,Document Verification,2026-08-01,General,83,98,0,6,1,95,91,5.58,8.0,93.84,Present,Completed,12.25,81.67,6.12,93.88,1.02,92.86,Yes,100,0,118.07,27373,27433,Backlog Exists,Average,Average,At Risk
REC001242,EMP002,Employee 002,Team A,Document Verification,2026-08-01,General,63,75,0,4,0,95,68,5.76,8.0,94.98,Present,Completed,9.38,62.5,5.33,94.67,0.0,90.67,Yes,100,0,119.05,27373,27433,Backlog Exists,Low,Average,At Risk
REC001243,EMP003,Employee 003,Team A,Document Verification,2026-08-01,General,66,78,0,3,1,95,68,6.01,8.0,96.35,Present,Completed,9.75,65.0,3.85,96.15,1.28,87.18,Yes,100,0,118.18,27373,27433,Backlog Exists,Low,Good,Breached
REC001244,EMP004,Employee 004,Team A,Document Verification,2026-08-01,Night,76,90,0,6,1,95,79,4.73,8.0,93.53,Present,Completed,11.25,75.0,6.67,93.33,1.11,87.78,Yes,100,0,118.42,27373,27433,Backlog Exists,Average,Average,Breached
REC001245,EMP005,Employee 005,Team A,Document Verification,2026-08-01,Night,106,126,0,2,3,95,121,5.57,8.0,98.51,Present,Completed,15.75,100.0,1.59,98.41,2.38,96.03,No,100,0,118.87,27373,27433,Backlog Exists,High,Excellent,Met
REC001246,EMP006,Employee 006,Team A,Document Verification,2026-08-01,Afternoon,70,82,0,2,2,95,74,3.3,8.0,97.16,Present,Completed,10.25,68.33,2.44,97.56,2.44,90.24,Yes,100,0,117.14,27373,27433,Backlog Exists,Low,Good,At Risk
REC001247,EMP007,Employee 007,Team A,Document Verification,2026-08-01,General,47,56,0,5,1,95,42,8.28,8.0,91.25,Present,Completed,7.0,46.67,8.93,91.07,1.79,75.0,Yes,100,0,119.15,27373,27433,Backlog Exists,Low,Average,Breached
REC001248,EMP008,Employee 008,Team A,Document Verification,2026-08-01,General,80,95,0,4,3,95,85,3.1,8.0,95.73,Present,Completed,11.88,79.17,4.21,95.79,3.16,89.47,Yes,100,0,118.75,27373,27433,Backlog Exists,Average,Good,Breached
REC001249,EMP009,Employee 009,Team A,Document Verification,2026-08-01,General,42,49,0,6,1,95,37,7.48,8.0,88.28,Present,Completed,6.12,40.83,12.24,87.76,2.04,75.51,Yes,100,0,116.67,27373,27433,Backlog Exists,Low,Needs Improvement,Breached
REC001250,EMP010,Employee 010,Team A,Document Verification,2026-08-01,General,96,112,0,2,3,95,107,3.51,8.0,97.91,Present,Completed,14.0,93.33,1.79,98.21,2.68,95.54,No,100,0,116.67,27373,27433,Backlog Exists,High,Good,Met
REC001251,EMP011,Employee 011,Team B,Data Entry,2026-08-01,General,91,77,14,5,1,95,70,4.8,8.0,93.22,Present,Partial,9.62,64.17,6.49,93.51,1.3,90.91,Yes,100,0,84.62,27373,27433,Backlog Exists,Low,Average,At Risk
REC001252,EMP012,Employee 012,Team B,Data Entry,2026-08-01,Afternoon,170,144,26,1,1,95,137,3.67,8.0,99.48,Present,Partial,18.0,100.0,0.69,99.31,0.69,95.14,No,100,0,84.71,27373,27433,Backlog Exists,High,Excellent,Met
REC001253,EMP013,Employee 013,Team B,Data Entry,2026-08-01,Night,86,73,13,4,2,95,66,5.03,8.0,94.24,Present,Partial,9.12,60.83,5.48,94.52,2.74,90.41,Yes,100,0,84.88,27373,27433,Backlog Exists,Low,Average,At Risk
REC001254,EMP014,Employee 014,Team B,Data Entry,2026-08-01,Morning,133,113,20,3,4,95,107,5.33,8.0,96.93,Present,Partial,14.12,94.17,2.65,97.35,3.54,94.69,Yes,100,0,84.96,27373,27433,Backlog Exists,High,Good,At Risk
REC001255,EMP015,Employee 015,Team B,Data Entry,2026-08-01,Night,80,68,12,7,2,95,59,3.98,8.0,89.74,Present,Partial,8.5,56.67,10.29,89.71,2.94,86.76,Yes,100,0,85.0,27373,27433,Backlog Exists,Low,Needs Improvement,Breached
REC001256,EMP016,Employee 016,Team B,Data Entry,2026-08-01,Night,117,99,18,0,2,95,95,6.22,8.0,99.53,Present,Partial,12.38,82.5,0.0,100.0,2.02,95.96,No,100,0,84.62,27373,27433,Backlog Exists,Average,Excellent,Met
REC001257,EMP017,Employee 017,Team B,Data Entry,2026-08-01,Afternoon,111,94,17,11,5,95,80,6.81,8.0,87.97,Present,Partial,11.75,78.33,11.7,88.3,5.32,85.11,Yes,100,0,84.68,27373,27433,Backlog Exists,Average,Needs Improvement,Breached
REC001258,EMP018,Employee 018,Team B,Data Entry,2026-08-01,Morning,111,94,17,5,1,95,82,3.61,8.0,95.03,Present,Partial,11.75,78.33,5.32,94.68,1.06,87.23,Yes,100,0,84.68,27373,27433,Backlog Exists,Average,Good,Breached
REC001259,EMP019,Employee 019,Team B,Data Entry,2026-08-01,Night,117,99,18,2,1,95,96,4.31,8.0,98.26,Present,Partial,12.38,82.5,2.02,97.98,1.01,96.97,No,100,0,84.62,27373,27433,Backlog Exists,Average,Excellent,Met
REC001260,EMP020,Employee 020,Team B,Data Entry,2026-08-01,Afternoon,58,54,4,4,1,95,40,6.48,8.0,92.62,Present,Partial,6.75,45.0,7.41,92.59,1.85,74.07,Yes,100,0,93.1,27373,27433,Backlog Exists,Low,Average,Breached
REC001261,EMP021,Employee 021,Team C,Application Processing,2026-08-01,Afternoon,102,97,5,0,2,95,90,4.42,8.0,99.75,Present,Partial,12.12,80.83,0.0,100.0,2.06,92.78,Yes,100,0,95.1,27373,27433,Backlog Exists,Average,Excellent,At Risk
REC001262,EMP022,Employee 022,Team C,Application Processing,2026-08-01,General,112,106,6,2,4,95,101,5.75,8.0,97.97,Present,Partial,13.25,88.33,1.89,98.11,3.77,95.28,No,100,0,94.64,27373,27433,Backlog Exists,Average,Good,Met
REC001263,EMP023,Employee 023,Team C,Application Processing,2026-08-01,Night,127,121,6,3,4,95,116,5.64,8.0,97.88,Present,Partial,15.12,100.0,2.48,97.52,3.31,95.87,No,100,0,95.28,27373,27433,Backlog Exists,High,Good,Met
REC001264,EMP024,Employee 024,Team C,Application Processing,2026-08-01,Night,81,77,4,3,2,95,73,3.77,8.0,96.02,Present,Partial,9.62,64.17,3.9,96.1,2.6,94.81,Yes,100,0,95.06,27373,27433,Backlog Exists,Low,Good,At Risk
REC001265,EMP025,Employee 025,Team C,Application Processing,2026-08-01,Afternoon,78,74,4,3,0,95,66,4.67,8.0,96.34,Present,Partial,9.25,61.67,4.05,95.95,0.0,89.19,Yes,100,0,94.87,27373,27433,Backlog Exists,Low,Good,Breached
REC001266,EMP026,Employee 026,Team C,Application Processing,2026-08-01,Afternoon,142,135,7,1,5,95,125,4.46,8.0,99.5,Present,Partial,16.88,100.0,0.74,99.26,3.7,92.59,Yes,100,0,95.07,27373,27433,Backlog Exists,High,Excellent,At Risk
REC001267,EMP027,Employee 027,Team C,Application Processing,2026-08-01,Afternoon,86,82,4,4,2,95,76,6.61,8.0,95.39,Present,Partial,10.25,68.33,4.88,95.12,2.44,92.68,Yes,100,0,95.35,27373,27433,Backlog Exists,Low,Good,At Risk
REC001268,EMP028,Employee 028,Team C,Application Processing,2026-08-01,Morning,85,81,4,5,3,95,64,5.97,8.0,94.42,Present,Partial,10.12,67.5,6.17,93.83,3.7,79.01,Yes,100,0,95.29,27373,27433,Backlog Exists,Low,Average,Breached
REC001269,EMP029,Employee 029,Team C,Application Processing,2026-08-01,Morning,115,109,6,2,3,95,104,2.86,8.0,98.08,Present,Partial,13.62,90.83,1.83,98.17,2.75,95.41,No,100,0,94.78,27373,27433,Backlog Exists,High,Excellent,Met
REC001270,EMP030,Employee 030,Team C,Application Processing,2026-08-01,General,6,4,2,0,0,95,3,6.25,0.0,92.05,Leave,Partial,0.0,0.0,0.0,100.0,0.0,75.0,Yes,0,100,66.67,27373,27433,Backlog Exists,Low,Average,Breached
REC001271,EMP031,Employee 031,Team D,Quality Review,2026-08-01,General,75,76,0,5,1,95,70,5.69,8.0,94.03,Present,Completed,9.5,63.33,6.58,93.42,1.32,92.11,Yes,100,0,101.33,27373,27433,Backlog Exists,Low,Average,At Risk
REC001272,EMP032,Employee 032,Team D,Quality Review,2026-08-01,Afternoon,53,55,0,3,1,95,47,7.46,8.0,94.38,Present,Completed,6.88,45.83,5.45,94.55,1.82,85.45,Yes,100,0,103.77,27373,27433,Backlog Exists,Low,Average,Breached
REC001273,EMP033,Employee 033,Team D,Quality Review,2026-08-01,Morning,78,80,0,5,1,95,75,4.69,8.0,93.7,Present,Completed,10.0,66.67,6.25,93.75,1.25,93.75,Yes,100,0,102.56,27373,27433,Backlog Exists,Low,Average,At Risk
REC001274,EMP034,Employee 034,Team D,Quality Review,2026-08-01,Night,58,59,0,7,2,95,50,6.17,8.0,88.3,Present,Completed,7.38,49.17,11.86,88.14,3.39,84.75,Yes,100,0,101.72,27373,27433,Backlog Exists,Low,Needs Improvement,Breached
REC001275,EMP035,Employee 035,Team D,Quality Review,2026-08-01,Morning,100,102,0,6,2,95,96,4.04,8.0,93.66,Present,Completed,12.75,85.0,5.88,94.12,1.96,94.12,Yes,100,0,102.0,27373,27433,Backlog Exists,Average,Average,At Risk
REC001276,EMP036,Employee 036,Team D,Quality Review,2026-08-01,Night,61,62,0,4,1,95,57,5.3,8.0,93.81,Present,Completed,7.75,51.67,6.45,93.55,1.61,91.94,Yes,100,0,101.64,27373,27433,Backlog Exists,Low,Average,At Risk
REC001277,EMP037,Employee 037,Team D,Quality Review,2026-08-01,Afternoon,90,92,0,2,2,95,84,3.72,8.0,97.39,Present,Completed,11.5,76.67,2.17,97.83,2.17,91.3,Yes,100,0,102.22,27373,27433,Backlog Exists,Average,Good,At Risk
REC001278,EMP038,Employee 038,Team D,Quality Review,2026-08-01,General,70,72,0,3,2,95,66,5.49,8.0,95.14,Present,Completed,9.0,60.0,4.17,95.83,2.78,91.67,Yes,100,0,102.86,27373,27433,Backlog Exists,Low,Good,At Risk
REC001279,EMP039,Employee 039,Team D,Quality Review,2026-08-01,Morning,68,70,0,4,2,95,64,4.83,8.0,94.98,Present,Completed,8.75,58.33,5.71,94.29,2.86,91.43,Yes,100,0,102.94,27373,27433,Backlog Exists,Low,Average,At Risk
REC001280,EMP040,Employee 040,Team D,Quality Review,2026-08-01,Night,42,42,0,4,1,95,36,5.57,8.0,91.62,Present,Completed,5.25,35.0,9.52,90.48,2.38,85.71,Yes,100,0,100.0,27373,27433,Backlog Exists,Low,Average,Breached
REC001281,EMP001,Employee 001,Team A,Document Verification,2026-08-02,General,0,0,0,0,0,95,0,5.06,0.0,93.93,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,27433,27893,Backlog Exists,Low,Average,Breached
REC001282,EMP002,Employee 002,Team A,Document Verification,2026-08-02,General,82,78,4,4,0,95,71,3.43,8.0,94.28,Present,Partial,9.75,65.0,5.13,94.87,0.0,91.03,Yes,100,0,95.12,27433,27893,Backlog Exists,Low,Average,At Risk
